model,comparator,dataset,subjects,mean_balanced_accuracy_difference,median_balanced_accuracy_difference,descriptive_bootstrap_interval95_low,descriptive_bootstrap_interval95_high,bootstrap_resamples,bootstrap_seed,status
cardinal_dynamics_sinc_residual,tcformer,local_exp4,8,-0.04083333333333329,-0.03166666666666662,-0.0720833333333333,-0.01166666666666663,100000,20268730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_dynamics_sinc_residual,tcformer,bnci2014_001,9,-0.017438271604938254,-0.02083333333333326,-0.05663580246913577,0.020833333333333346,100000,20268731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_dynamics_sinc_residual,tcformer,bnci2014_004,9,0.009206349206349206,0.008750000000000036,6.9444444444529e-05,0.018789682539682568,100000,20268732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_dynamics_sinc_residual,tcformer,cho2017,52,0.000730769230769257,-0.0004999999999998894,-0.009403846153846112,0.011365384615384609,100000,20268733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_dynamics_sinc_residual,tcformer,physionet_mi,54,0.023131548403287527,0.018774703557312228,0.010100266162313267,0.03635964000773783,100000,20268734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_dynamics_sinc_extended,tcformer,local_exp4,8,0.004166666666666652,-1.1102230246251565e-16,-0.02583333333333332,0.04083333333333329,100000,20269730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_dynamics_sinc_extended,tcformer,bnci2014_001,9,-0.01365740740740736,-0.027083333333333348,-0.05648148148148145,0.028395061728395135,100000,20269731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_dynamics_sinc_extended,tcformer,bnci2014_004,9,0.009623015873015901,0.011249999999999871,0.0012500000000000228,0.018055803571428584,100000,20269732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_dynamics_sinc_extended,tcformer,cho2017,52,-0.0023108974358974194,-0.006000000000000005,-0.011852564102564068,0.007826923076923082,100000,20269733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_dynamics_sinc_extended,tcformer,physionet_mi,54,0.019730866288837298,0.018911161302465646,0.005725324980306853,0.03419933134833495,100000,20269734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegnet,tcformer,local_exp4,8,-0.07583333333333334,-0.05499999999999999,-0.14541666666666664,-0.01791666666666672,100000,20270730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegnet,tcformer,bnci2014_001,9,-0.24853395061728398,-0.26458333333333334,-0.3680555555555556,-0.1380401234567901,100000,20270731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegnet,tcformer,bnci2014_004,9,-0.05213293650793652,-0.03125000000000011,-0.09234126984126984,-0.01659722222222224,100000,20270732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegnet,tcformer,cho2017,52,-0.061528846153846135,-0.0470000000000001,-0.08203205128205124,-0.042352564102564084,100000,20270733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegnet,tcformer,physionet_mi,54,-0.03538547134561628,-0.010276679841897174,-0.05429492365860121,-0.018386729179301675,100000,20270734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
shallow,tcformer,local_exp4,8,-0.035416666666666693,-0.038333333333333275,-0.05708333333333339,-0.014166666666666675,100000,20271730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
shallow,tcformer,bnci2014_001,9,-0.06944444444444442,-0.06874999999999998,-0.10663580246913582,-0.036574074074074044,100000,20271731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
shallow,tcformer,bnci2014_004,9,-0.006111111111111129,-0.010000000000000009,-0.02256944444444442,0.013124999999999954,100000,20271732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
shallow,tcformer,cho2017,52,-0.012955128205128185,-0.01150000000000001,-0.025685897435897418,-0.00021786858974356583,100000,20271733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
shallow,tcformer,physionet_mi,54,0.010842465371450867,0.003367918313570417,-0.0014931557639891063,0.023509254684526415,100000,20271734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
deep4,tcformer,local_exp4,8,-0.24583333333333335,-0.2033333333333333,-0.3616666666666667,-0.13208333333333339,100000,20272730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
deep4,tcformer,bnci2014_001,9,-0.41118827160493826,-0.41874999999999996,-0.5057098765432098,-0.3101851851851851,100000,20272731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
deep4,tcformer,bnci2014_004,9,-0.07965277777777778,-0.028749999999999942,-0.15430555555555558,-0.01923611111111116,100000,20272732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
deep4,tcformer,cho2017,52,-0.13985256410256405,-0.14249999999999996,-0.1693333333333333,-0.11145512820512818,100000,20272733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
deep4,tcformer,physionet_mi,54,-0.043664169298227286,-0.020652173913043415,-0.06674951398909736,-0.02305067584053093,100000,20272734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegconformer,tcformer,local_exp4,8,-0.022499999999999992,-0.031666666666666565,-0.04208333333333335,0.004166666666666652,100000,20273730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegconformer,tcformer,bnci2014_001,9,-0.10578703703703701,-0.07638888888888906,-0.158179012345679,-0.06481481481481478,100000,20273731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegconformer,tcformer,bnci2014_004,9,0.002003968253968252,0.004374999999999907,-0.012023809523809584,0.017331349206349194,100000,20273732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegconformer,tcformer,cho2017,52,-0.0354230769230769,-0.01899999999999996,-0.049461538461538446,-0.022423076923076914,100000,20273733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegconformer,tcformer,physionet_mi,54,0.015619619242807655,0.01019551101072838,0.004525130750221336,0.0270171783396421,100000,20273734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegconformer_compact,tcformer,local_exp4,8,-0.038333333333333344,-0.025000000000000022,-0.07416666666666669,-0.0037499999999999617,100000,20274730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegconformer_compact,tcformer,bnci2014_001,9,-0.09783950617283949,-0.09305555555555567,-0.1317129629629629,-0.06219135802469132,100000,20274731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegconformer_compact,tcformer,bnci2014_004,9,-0.0029365079365078917,-0.008124999999999827,-0.018611111111111047,0.014801587301587303,100000,20274732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegconformer_compact,tcformer,cho2017,52,-0.039919871794871775,-0.024499999999999966,-0.05287499999999999,-0.027756410256410256,100000,20274733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegconformer_compact,tcformer,physionet_mi,54,0.017764602547211263,0.009703792584227322,0.00421566641222439,0.03254520598497051,100000,20274734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
atcnet,tcformer,local_exp4,8,-0.07291666666666666,-0.013333333333333308,-0.15833333333333333,-0.0016666666666666219,100000,20275730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
atcnet,tcformer,bnci2014_001,9,-0.09614197530864199,-0.07638888888888895,-0.13873456790123465,-0.05756172839506175,100000,20275731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
atcnet,tcformer,bnci2014_004,9,0.001498015873015901,0.0031250000000002665,-0.015863095238095273,0.015535714285714307,100000,20275732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
atcnet,tcformer,cho2017,52,-0.04223397435897433,-0.035999999999999865,-0.05752572115384614,-0.028173076923076912,100000,20275733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
atcnet,tcformer,physionet_mi,54,0.0024922273110678855,0.004051383399209435,-0.009071136442060373,0.014226729641131823,100000,20275734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
atcnet_aggressive_pool,tcformer,local_exp4,8,-0.045000000000000026,-0.01166666666666677,-0.10458333333333338,-0.008333333333333304,100000,20276730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
atcnet_aggressive_pool,tcformer,bnci2014_001,9,-0.10462962962962959,-0.09097222222222212,-0.14567901234567895,-0.06581790123456782,100000,20276731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
atcnet_aggressive_pool,tcformer,bnci2014_004,9,-0.0003670634920635142,-0.0006249999999999867,-0.00823462301587304,0.008194444444444442,100000,20276732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
atcnet_aggressive_pool,tcformer,cho2017,52,-0.059919871794871765,-0.05400000000000005,-0.07744871794871792,-0.04324358974358971,100000,20276733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
atcnet_aggressive_pool,tcformer,physionet_mi,54,-0.009314156053286492,-0.00513833992094867,-0.021524198593944985,0.002871842998654578,100000,20276734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
fbcnet,tcformer,local_exp4,8,-0.005833333333333343,-0.011666666666666659,-0.03666666666666668,0.03416666666666664,100000,20277730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
fbcnet,tcformer,bnci2014_001,9,0.02175925925925928,-0.004861111111111205,-0.008719135802469129,0.05771604938271605,100000,20277731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
fbcnet,tcformer,bnci2014_004,9,-0.011835317460317407,-0.00749999999999984,-0.035277777777777714,0.010396825396825416,100000,20277732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
fbcnet,tcformer,cho2017,52,0.0013333333333333435,-0.0050000000000000044,-0.010150721153846153,0.013516025641025645,100000,20277733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
fbcnet,tcformer,physionet_mi,54,-0.010981842231842233,-0.00653467908902694,-0.028467370826972274,0.005018148618692099,100000,20277734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc,tcformer,local_exp4,8,-0.01375000000000004,-0.011666666666666603,-0.04791666666666666,0.02249999999999991,100000,20278730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc,tcformer,bnci2014_001,9,0.026080246913580265,0.009722222222222077,-0.0033950617283950127,0.060956790123456846,100000,20278731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc,tcformer,bnci2014_004,9,-0.008164682539682524,-0.0012500000000000844,-0.026944444444444375,0.011001984126984117,100000,20278732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc,tcformer,cho2017,52,0.0007083333333333557,-0.005916666666666515,-0.010939102564102557,0.013044871794871828,100000,20278733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc,tcformer,physionet_mi,54,-0.010641133557800227,-0.00653467908902694,-0.02827725364410148,0.005561077911621392,100000,20278734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_extended,tcformer,local_exp4,8,-0.005416666666666667,-0.011666666666666603,-0.03666666666666665,0.03458333333333331,100000,20279730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_extended,tcformer,bnci2014_001,9,0.02237654320987655,-0.004861111111111205,-0.007175925925925937,0.057947530864197544,100000,20279731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_extended,tcformer,bnci2014_004,9,-0.012956349206349213,-0.004375000000000018,-0.03652777777777778,0.009424603174603093,100000,20279732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_extended,tcformer,cho2017,52,0.0019391025641025727,-0.0039999999999998925,-0.009435897435897431,0.014032051282051282,100000,20279733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_extended,tcformer,physionet_mi,54,-0.010986111982488798,-0.00653467908902694,-0.02862006015991522,0.005457871938850186,100000,20279734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_corr,tcformer,local_exp4,8,-0.023333333333333386,-0.021666666666666723,-0.059583333333333335,0.01583333333333324,100000,20280730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_corr,tcformer,bnci2014_001,9,0.025077160493827206,0.011805555555555514,-0.002854938271604891,0.058487654320987695,100000,20280731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_corr,tcformer,bnci2014_004,9,-0.015575396825396833,-0.008749999999999925,-0.036130952380952416,0.00509920634920628,100000,20280732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_corr,tcformer,cho2017,52,0.00691025641025643,0.0031666666666668175,-0.004557692307692277,0.019019230769230774,100000,20280733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_corr,tcformer,physionet_mi,54,-0.0024524053509560793,0.0011857707509881354,-0.01789156881095287,0.01323457792207793,100000,20280734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_corr_extended,tcformer,local_exp4,8,-0.008750000000000008,-0.00666666666666671,-0.03541666666666664,0.021666666666666612,100000,20281730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_corr_extended,tcformer,bnci2014_001,9,0.024151234567901234,0.009027777777777857,-0.0037808641975308633,0.058641975308641986,100000,20281731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_corr_extended,tcformer,bnci2014_004,9,-0.02058531746031743,-0.009375000000000022,-0.04618055555555553,0.004871031746031762,100000,20281732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_corr_extended,tcformer,cho2017,52,0.005701923076923096,0.005500000000000005,-0.006128205128205099,0.01816987179487182,100000,20281733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_corr_extended,tcformer,physionet_mi,54,-0.001251167646095181,0.001488095238095205,-0.016561546930659258,0.013052295513799168,100000,20281734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn,tcformer,local_exp4,8,-0.02791666666666663,-0.021666666666666556,-0.06458333333333337,0.0062500000000000056,100000,20282730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn,tcformer,bnci2014_001,9,0.029706790123456856,0.011111111111111072,-0.004243827160493775,0.067283950617284,100000,20282731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn,tcformer,bnci2014_004,9,0.001875000000000034,0.004999999999999893,-0.012569444444444423,0.015347222222222253,100000,20282732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn,tcformer,cho2017,52,0.01651282051282053,0.0124999999999999,0.005259615384615405,0.028541826923076923,100000,20282733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn,tcformer,physionet_mi,54,-0.01278280562700852,-0.0121541501976285,-0.028610090509999936,0.001898564230991776,100000,20282734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_extended,tcformer,local_exp4,8,-0.010000000000000023,-0.021666666666666667,-0.03750000000000002,0.02374999999999998,100000,20283730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_extended,tcformer,bnci2014_001,9,0.033487654320987645,0.009027777777777635,-0.0003086419753086902,0.07029320987654322,100000,20283731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_extended,tcformer,bnci2014_004,9,-0.0038789682539682614,0.001874999999999849,-0.023611111111111076,0.013293650793650759,100000,20283732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_extended,tcformer,cho2017,52,0.016830128205128223,0.014166666666666772,0.004730769230769235,0.02945512820512822,100000,20283733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_extended,tcformer,physionet_mi,54,-0.014401128259823913,-0.011578910220214539,-0.03092149932729643,0.0008626432109221962,100000,20283734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale010,tcformer,local_exp4,8,-0.017916666666666664,-0.01666666666666672,-0.05083333333333327,0.01999999999999992,100000,20284730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale010,tcformer,bnci2014_001,9,0.027237654320987643,0.002083333333333437,-0.0018518518518518328,0.06211419753086421,100000,20284731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale010,tcformer,bnci2014_004,9,-0.012777777777777789,-0.010624999999999996,-0.02958333333333332,0.005208333333333259,100000,20284732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale010,tcformer,cho2017,52,0.00486538461538465,-0.0014999999999998903,-0.006544871794871756,0.01691033653846156,100000,20284733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale010,tcformer,physionet_mi,54,-0.011486326341398815,-0.004952475061170747,-0.030515275032938074,0.005690985075043032,100000,20284734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale010_extended,tcformer,local_exp4,8,-0.0020833333333333537,-0.008333333333333304,-0.03416666666666669,0.03791666666666661,100000,20285730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale010_extended,tcformer,bnci2014_001,9,0.024228395061728396,-0.002777777777777879,-0.005632716049382733,0.06010802469135801,100000,20285731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale010_extended,tcformer,bnci2014_004,9,-0.006617063492063504,-0.003750000000000031,-0.023075396825396808,0.010535714285714252,100000,20285732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale010_extended,tcformer,cho2017,52,0.005282051282051307,-0.0015000000000000568,-0.006092948717948697,0.017118750000000012,100000,20285733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale010_extended,tcformer,physionet_mi,54,-0.00971782176492323,-0.005952380952380959,-0.029170771944775582,0.008294339182020303,100000,20285734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
